origem,destino,valor
LAGOA REDONDA,PARQUELANDIA,35.0
LAGOA REDONDA,PARQUE MANIBURA,15.0
LAGOA REDONDA,PASSARE,25.0
LAGOA REDONDA,PEDRAS,20.0
LAGOA REDONDA,PORTO DAS DUNAS,30.0
LAGOA REDONDA,PRAIA DE IRACEMA,30.0
LAGOA REDONDA,PRAIA DO FUTURO,30.0
LAGOA REDONDA,PRAIA SABIAGUABA,20.0
LAGOA REDONDA,RODOVIARIA (BORGE DE MELO),30.0
LAGOA REDONDA,SANTA MARIA MESSEJANA,15.0
LAGOA REDONDA,SAO CRISTOVAO,18.0
LAGOA REDONDA,SAO JOAO DO TAUAPE,30.0
LAGOA REDONDA,SAPIRANGA (COITE),17.0
LAGOA REDONDA,SHOPPING IGUATEMI,25.0
LAGOA REDONDA,SHOPPING VIA SUL,15.0
LAGOA REDONDA,SITIO SAO JOAO,20.0
LAGOA REDONDA,TANCREDO NEVES,30.0
LAGOA REDONDA,VILA UNIAO,30.0
LAGO DO JACAREY (CAMBEBA),AEROLANDIA,15.0
LAGO DO JACAREY (CAMBEBA),ASSAI (W.SOARES),10.0
LAGO DO JACAREY (CAMBEBA),BEIRA MAR,30.0
LAGO DO JACAREY (CAMBEBA),CAJAZEIRAS,8.0
LAGO DO JACAREY (CAMBEBA),CAMBEBA,7.0
LAGO DO JACAREY (CAMBEBA),CENTRO,20.0
LAGO DO JACAREY (CAMBEBA),CIDADE DOS FUNCIONARIOS,7.0
LAGO DO JACAREY (CAMBEBA),COCO,17.0
LAGO DO JACAREY (CAMBEBA),JARDIM DAS OLIVEIRAS,7.0
LAGO DO JACAREY (CAMBEBA),JEREISSATI I,35.0
LAGO DO JACAREY (CAMBEBA),JOAQUIM TAVORA,17.0
LAGO DO JACAREY (CAMBEBA),JOSE WALTER,20.0
LAGO DO JACAREY (CAMBEBA),LAGOA REDONDA,18.0
LAGO DO JACAREY (CAMBEBA),LAGO DO JACAREY (CAMBEBA),7.0
LAGO DO JACAREY (CAMBEBA),LAGO DO JACAREY (CAMBEBA),7.0
LAGO DO JACAREY (CAMBEBA),MARIA TOMASIA (MESSEJANA),22.0
LAGO DO JACAREY (CAMBEBA),MESSEJANA,10.0
LAGO DO JACAREY (CAMBEBA),NORTH SHOPPING (BEZERRA),25.0
LAGO DO JACAREY (CAMBEBA),PARANGABA,20.0
LAGO DO JACAREY (CAMBEBA),PARQUE MANIBURA,7.0
LAGO DO JACAREY (CAMBEBA),PASSARE,17.0
LAGO DO JACAREY (CAMBEBA),PRESIDENTE KENNEDY,27.0
LAGO DO JACAREY (CAMBEBA),SAPIRANGA (COITE),10.0
LAGO DO JACAREY (CAMBEBA),VARJOTA,20.0
LEBLON (OSORIO DE PAIVA),AEROLANDIA,28.0
LEBLON (OSORIO DE PAIVA),ALDEOTA,30.0
LEBLON (OSORIO DE PAIVA),CIDADE DOS FUNCIONARIOS,30.0
LEBLON (OSORIO DE PAIVA),JARDIM DAS OLIVEIRAS,30.0
LEBLON (OSORIO DE PAIVA),JOSE WALTER,25.0
LEBLON (OSORIO DE PAIVA),MESSEJANA,30.0
LEBLON (OSORIO DE PAIVA),PARQUE MANIBURA,30.0
LEBLON (OSORIO DE PAIVA),PRAIA DO FUTURO,40.0
LEBLON (OSORIO DE PAIVA),SAO JOAO DO TAUAPE,30.0
LUCIANO CAVALCANTE,AEROLANDIA,12.0
LUCIANO CAVALCANTE,AEROPORTO,20.0
LUCIANO CAVALCANTE,ALAGADICO,15.0
LUCIANO CAVALCANTE,ALDEOTA,20.0
LUCIANO CAVALCANTE,ALTO ALEGRE (MESSEJANA),20.0
LUCIANO CAVALCANTE,AQUIRAZ,40.0
LUCIANO CAVALCANTE,ASSAI (W.SOARES),12.0
LUCIANO CAVALCANTE,BAIRRO DE FATIMA,15.0
LUCIANO CAVALCANTE,BARRA DO CEARA,35.0
LUCIANO CAVALCANTE,BEIRA MAR,25.0
LUCIANO CAVALCANTE,BENFICA,20.0
LUCIANO CAVALCANTE,BONSUCESSO,25.0
LUCIANO CAVALCANTE,CAJAZEIRAS,12.0
LUCIANO CAVALCANTE,CAMBEBA,13.0
LUCIANO CAVALCANTE,CASTELAO,20.0
LUCIANO CAVALCANTE,CENTRO,20.0
LUCIANO CAVALCANTE,CIDADE 2000,18.0
LUCIANO CAVALCANTE,CIDADE DOS FUNCIONARIOS,8.0
LUCIANO CAVALCANTE,COCO,15.0
LUCIANO CAVALCANTE,CONJUNTO ESPERANCA,25.0
LUCIANO CAVALCANTE,CONJUNTO PALMEIRAS,30.0
LUCIANO CAVALCANTE,COUTO FERNANDES,25.0
LUCIANO CAVALCANTE,DIAS MACEDO,18.0
LUCIANO CAVALCANTE,DIONISIO TORRES,17.0
LUCIANO CAVALCANTE,DRAGAO DO MAR,30.0
LUCIANO CAVALCANTE,DUNAS,20.0
LUCIANO CAVALCANTE,EDSON QUEIROZ,18.0
LUCIANO CAVALCANTE,FORUM (CLOVIS BEVILAQUA),10.0
LUCIANO CAVALCANTE,GUAJERU,20.0
LUCIANO CAVALCANTE,HABIB´S (13 DE MAIO),15.0
LUCIANO CAVALCANTE,HABIB´S (VIA SUL),8.0
LUCIANO CAVALCANTE,HOSPITAL FROTINHA DE MESSEJANA,20.0
LUCIANO CAVALCANTE,HOSPITAL SANTA CASA (CENTRO),20.0
LUCIANO CAVALCANTE,HOSPITAL WALDEMAR DE ALCANTARA,20.0
LUCIANO CAVALCANTE,ITAMARATY,20.0
LUCIANO CAVALCANTE,ITAPERI,23.0
LUCIANO CAVALCANTE,JACARECANGA,30.0
LUCIANO CAVALCANTE,JANGURUSSU,25.0
LUCIANO CAVALCANTE,JARDIM DAS OLIVEIRAS,8.0
LUCIANO CAVALCANTE,JARDIM IRACEMA,25.0
LUCIANO CAVALCANTE,JEREISSATI I,35.0
LUCIANO CAVALCANTE,JOAO XXIII,35.0
LUCIANO CAVALCANTE,JOAQUIM TAVORA,17.0
LUCIANO CAVALCANTE,JOSE BONIFACIO,20.0
LUCIANO CAVALCANTE,JOSE WALTER,25.0
LUCIANO CAVALCANTE,LAGOA REDONDA,15.0
LUCIANO CAVALCANTE,LUCIANO CAVALCANTE,7.0
LUCIANO CAVALCANTE,LUCIANO CAVALCANTE,7.0
LUCIANO CAVALCANTE,MARAPONGA,25.0
LUCIANO CAVALCANTE,MEIRELES,20.0
LUCIANO CAVALCANTE,MESSEJANA,15.0
LUCIANO CAVALCANTE,MONDUBIM,30.0
LUCIANO CAVALCANTE,MONTESE,20.0
LUCIANO CAVALCANTE,MUCURIPE,25.0
LUCIANO CAVALCANTE,NORTH SHOPPING (BEZERRA),30.0
LUCIANO CAVALCANTE,PAPICU,20.0
LUCIANO CAVALCANTE,PARQUELANDIA,25.0
LUCIANO CAVALCANTE,PARQUE MANIBURA,8.0
LUCIANO CAVALCANTE,PASSARE,18.0
LUCIANO CAVALCANTE,PEDRAS,35.0
LUCIANO CAVALCANTE,PLANALTO AYRTON SENNA,25.0
LUCIANO CAVALCANTE,PORTO DAS DUNAS,60.0
LUCIANO CAVALCANTE,PRAIA DO FUTURO,25.0
LUCIANO CAVALCANTE,RODOLFO TEOFILO,25.0
LUCIANO CAVALCANTE,RODOVIARIA (BORGE DE MELO),20.0
LUCIANO CAVALCANTE,SALINAS,7.0
LUCIANO CAVALCANTE,SAO CRISTOVAO,20.0
LUCIANO CAVALCANTE,SAO JOAO DO TAUAPE,12.0
LUCIANO CAVALCANTE,SAPIRANGA (COITE),15.0
LUCIANO CAVALCANTE,SERRINHA,25.0
LUCIANO CAVALCANTE,SHOPPING IGUATEMI,13.0
LUCIANO CAVALCANTE,SHOPPING VIA SUL,13.0
LUCIANO CAVALCANTE,SIARA HALL,10.0
LUCIANO CAVALCANTE,SIQUEIRA I,35.0
LUCIANO CAVALCANTE,TANCREDO NEVES,10.0
LUCIANO CAVALCANTE,VARJOTA,20.0
LUCIANO CAVALCANTE,VICENTE PINZON,25.0
LUCIANO CAVALCANTE,VILA MANOEL SATIRO,30.0
LUCIANO CAVALCANTE,VILA PERY,25.0
LUZARDO VIANA(MARACANAU),ALDEOTA,50.0
LUZARDO VIANA(MARACANAU),ALTO ALEGRE II (MARACANAU),20.0
LUZARDO VIANA(MARACANAU),ALTO ALEGRE I (MARACANAU),20.0
LUZARDO VIANA(MARACANAU),ALTO DA MANGUEIRA,15.0
LUZARDO VIANA(MARACANAU),BEIRA MAR,55.0
LUZARDO VIANA(MARACANAU),CASTELAO,35.0
LUZARDO VIANA(MARACANAU),CEASA,20.0
LUZARDO VIANA(MARACANAU),COLONIA(MARACANAU),17.0
LUZARDO VIANA(MARACANAU),HOSPITAL MARACANAU,15.0
LUZARDO VIANA(MARACANAU),JEREISSATI I,15.0
LUZARDO VIANA(MARACANAU),JEREISSATI II,15.0
LUZARDO VIANA(MARACANAU),JEREISSATI III,18.0
LUZARDO VIANA(MARACANAU),JOSE WALTER,30.0
LUZARDO VIANA(MARACANAU),MUNGUBA,25.0
LUZARDO VIANA(MARACANAU),NORTH SHOPPING MARACANAU,15.0
LUZARDO VIANA(MARACANAU),NOVO MARACANAU,15.0
LUZARDO VIANA(MARACANAU),PIRATININGA(MARACANAU),15.0
LUZARDO VIANA(MARACANAU),RODOVIARIA (BORGE DE MELO),50.0
LUZARDO VIANA(MARACANAU),SAO GERARDO,50.0
LUZARDO VIANA(MARACANAU),SETOR H (MARACANAU),15.0
LUZARDO VIANA(MARACANAU),SITIO DA VOVO MARACANAU,30.0
LUZARDO VIANA(MARACANAU),TIMBO (MARACANAU),15.0
MAGALHAES,ALTO DA MANGUEIRA,15.0
MAKRO ATACADISTA (BR-116),BARROSO I,20.0
MAKRO ATACADISTA (BR-116),BOA VISTA (CASTELAO),10.0
MAKRO ATACADISTA (BR-116),CIDADE DOS FUNCIONARIOS,12.0
MAKRO ATACADISTA (BR-116),CONJUNTO ESPERANCA,27.0
MAKRO ATACADISTA (BR-116),JARDIM DAS OLIVEIRAS,12.0
MAKRO ATACADISTA (BR-116),JEREISSATI I,40.0
MAKRO ATACADISTA (BR-116),JOSE WALTER,20.0
MAKRO ATACADISTA (BR-116),MESSEJANA,20.0
MAKRO ATACADISTA (BR-116),PARQUE MANIBURA,12.0
MAKRO ATACADISTA (BR-116),SAO JOAO DO TAUAPE,15.0
MAKRO ATACADISTA (BR-116),VILA UNIAO,20.0
MANGABEIRA (EUSEBIO),ALDEOTA,35.0
MANGABEIRA (EUSEBIO),CAMBEBA,25.0
MANGABEIRA (EUSEBIO),CENTRO,35.0
MANGABEIRA (EUSEBIO),CONJUNTO PALMEIRAS,30.0
MANGABEIRA (EUSEBIO),ITAMARATY,20.0
MANGABEIRA (EUSEBIO),JEREISSATI I,50.0
MANGABEIRA (EUSEBIO),JOSE WALTER,40.0
MANGABEIRA (EUSEBIO),SANTA FE,30.0
MANGABEIRA (EUSEBIO),SANTA MARIA MESSEJANA,25.0
MANGABEIRA (EUSEBIO),SAO CRISTOVAO,30.0
MANGABEIRA (EUSEBIO),SAO CRISTOVAO 2,30.0
MANGABEIRA (EUSEBIO),SITIO SAO JOAO,25.0
MANGABEIRA (EUSEBIO),TAMANDARE,25.0
MANUEL DIAS BRANCO,ALDEOTA,20.0
MANUEL DIAS BRANCO,CIDADE DOS FUNCIONARIOS,20.0
MANUEL DIAS BRANCO,CONJUNTO ESPERANCA,35.0
MANUEL DIAS BRANCO,JARDIM DAS OLIVEIRAS,20.0
MANUEL DIAS BRANCO,JEREISSATI I,50.0
MANUEL DIAS BRANCO,JOSE WALTER,30.0
MANUEL DIAS BRANCO,MESSEJANA,30.0
MANUEL DIAS BRANCO,MONTESE,30.0
MANUEL DIAS BRANCO,PARQUELANDIA,25.0
MANUEL DIAS BRANCO,PARQUE MANIBURA,20.0
MANUEL DIAS BRANCO,SAO JOAO DO TAUAPE,20.0
MARACANAU,VILA PERY,30.0
MARACANAU (MARACANAU),AEROLANDIA,40.0
MARACANAU (MARACANAU),AEROPORTO,40.0
MARACANAU (MARACANAU),ALDEOTA,45.0
MARACANAU (MARACANAU),ALTO ALEGRE I (MARACANAU),20.0
MARACANAU (MARACANAU),ALTO ALEGRE (MESSEJANA),35.0
MARACANAU (MARACANAU),ANCURI,35.0
MARACANAU (MARACANAU),ANTONIO BEZERRA,40.0
MARACANAU (MARACANAU),ARACAPE,25.0
MARACANAU (MARACANAU),ARATURI,45.0
MARACANAU (MARACANAU),BAIRRO DE FATIMA,45.0
MARACANAU (MARACANAU),BARRA DO CEARA,50.0
MARACANAU (MARACANAU),BEIRA MAR,55.0
MARACANAU (MARACANAU),BENFICA,45.0
MARACANAU (MARACANAU),BOM JARDIM,35.0
MARACANAU (MARACANAU),CASTELAO,24.0
MARACANAU (MARACANAU),CENTRO,45.0
MARACANAU (MARACANAU),CIDADE DOS FUNCIONARIOS,35.0
MARACANAU (MARACANAU),CONJUNTO ESPERANCA,25.0
MARACANAU (MARACANAU),CURIO,40.0
MARACANAU (MARACANAU),DIONISIO TORRES,45.0
MARACANAU (MARACANAU),DRAGAO DO MAR,50.0
MARACANAU (MARACANAU),GRANJA LISBOA,35.0
MARACANAU (MARACANAU),HENRIQUE JORGE,45.0
MARACANAU (MARACANAU),HORIZONTE,75.0
MARACANAU (MARACANAU),HOTEL MALIBU,50.0
MARACANAU (MARACANAU),ICARAI,60.0
MARACANAU (MARACANAU),INDUSTRIAL,20.0
MARACANAU (MARACANAU),ITAITINGA,40.0
MARACANAU (MARACANAU),ITAPERI,30.0
MARACANAU (MARACANAU),JARDIM DAS OLIVEIRAS,40.0
MARACANAU (MARACANAU),JOAO XXIII,45.0
MARACANAU (MARACANAU),JOAQUIM TAVORA,45.0
MARACANAU (MARACANAU),JOQUEI CLUB,35.0
MARACANAU (MARACANAU),JOSE WALTER,20.0
MARACANAU (MARACANAU),LAGOA REDONDA,45.0
MARACANAU (MARACANAU),MARACANAU (MARACANAU),10.0
MARACANAU (MARACANAU),MARANGUAPE,25.0
MARACANAU (MARACANAU),MARAPONGA,25.0
MARACANAU (MARACANAU),MEIRELES,50.0
MARACANAU (MARACANAU),MESSEJANA,35.0
MARACANAU (MARACANAU),MONDUBIM,20.0
MARACANAU (MARACANAU),MONTESE,40.0
MARACANAU (MARACANAU),PAJUCARA (MARACANAU),15.0
MARACANAU (MARACANAU),PAPICU,40.0
MARACANAU (MARACANAU),PARANGABA,30.0
MARACANAU (MARACANAU),PARQUE DOIS IRMAOS,30.0
MARACANAU (MARACANAU),PARQUE DO VAQUEIRO,40.0
MARACANAU (MARACANAU),PARQUELANDIA,40.0
MARACANAU (MARACANAU),PARQUE MANIBURA,35.0
MARACANAU (MARACANAU),PARQUE SANTA ROSA (APOLO XI),25.0
MARACANAU (MARACANAU),PEDRAS,40.0
MARACANAU (MARACANAU),PICI (PARQUE UNIVERSITARIO),40.0
MARACANAU (MARACANAU),PLANALTO AYRTON SENNA,20.0
MARACANAU (MARACANAU),PORTO DAS DUNAS,70.0
MARACANAU (MARACANAU),PRAIA DA PRAINHA,70.0
MARACANAU (MARACANAU),PRAIA DE IRACEMA,50.0
MARACANAU (MARACANAU),PRAIA DO FUTURO,60.0
MARACANAU (MARACANAU),RODOVIARIA (BORGE DE MELO),45.0
MARACANAU (MARACANAU),SANTA MARIA MESSEJANA,35.0
MARACANAU (MARACANAU),SAO CRISTOVAO,35.0
MARACANAU (MARACANAU),SAO JOAO DO TAUAPE,45.0
MARACANAU (MARACANAU),SERRINHA,30.0
MARACANAU (MARACANAU),SHOPPING VIA SUL,40.0
MARACANAU (MARACANAU),SIQUEIRA I,20.0
MARACANAU (MARACANAU),SITIO SAO JOAO,35.0
MARACANAU (MARACANAU),TAIBA,160.0
MARACANAU (MARACANAU),TAMANDARE,30.0
MARACANAU (MARACANAU),TIMBO (MARACANAU),12.0
MARACANAU (MARACANAU),VARJOTA,50.0
MARACANAU (MARACANAU),VILA MANOEL SATIRO,25.0
MARACANAU (MARACANAU),VILA PERY,35.0
MARANGUAPE,ACARACUZINHO (MARACANAU),30.0
MARANGUAPE,ALDEOTA,0.01
MARANGUAPE,ALTO DA MANGUEIRA,30.0
MARANGUAPE,ANTONIO BEZERRA,60.0
MARANGUAPE,BONSUCESSO,50.0
MARANGUAPE,CANINDEZINHO,35.0
MARANGUAPE,CIDADE DOS FUNCIONARIOS,50.0
MARANGUAPE,CONJUNTO ESPERANCA,35.0
MARANGUAPE,ICARAI,80.0
MARANGUAPE,INDUSTRIAL,50.0
MARANGUAPE,JEREISSATI I,25.0
MARANGUAPE,JEREISSATI II,25.0
MARANGUAPE,JEREISSATI III,25.0
MARANGUAPE,JOSE WALTER,50.0
MARANGUAPE,MARACANAU (MARACANAU),25.0
MARANGUAPE,MESSEJANA,50.0
MARANGUAPE,MONTESE,50.0
MARANGUAPE,PAJUCARA (MARACANAU),50.0
MARANGUAPE,PARQUELANDIA,50.0
MARANGUAPE,PASSARE,50.0
MARANGUAPE,RODOVIARIA (BORGE DE MELO),60.0
MARANGUAPE,SAO CRISTOVAO,60.0
MARANGUAPE,SAO JOAO DO TAUAPE,60.0
MARANGUAPE,SIQUEIRA I,35.0
MARANGUAPE,VILA DAS FLORES (MARACANAU),25.0
MARANGUAPE,VILA MANOEL SATIRO,50.0
MARAPONGA,ACARACUZINHO (MARACANAU),30.0
MARAPONGA,AEROLANDIA,25.0
MARAPONGA,AEROPORTO,20.0
MARAPONGA,ALDEOTA,25.0
MARAPONGA,ALTO ALEGRE I (MARACANAU),25.0
MARAPONGA,ALTO ALEGRE (MESSEJANA),25.0
MARAPONGA,ALVARO WEYNE,30.0
MARAPONGA,ANTONIO BEZERRA,30.0
MARAPONGA,ARACAPE,18.0
MARAPONGA,ARVOREDO,15.0
MARAPONGA,BAIRRO DE FATIMA,25.0
MARAPONGA,BARRA DO CEARA,35.0
MARAPONGA,BARROSO I,20.0
MARAPONGA,BEACH PARK,40.0
MARAPONGA,BEIRA MAR,30.0
MARAPONGA,BELA VISTA,18.0
MARAPONGA,BENFICA,25.0
MARAPONGA,BOM JARDIM,30.0
MARAPONGA,BONSUCESSO,20.0
MARAPONGA,CAJAZEIRAS,20.0
MARAPONGA,CAMBEBA,25.0
MARAPONGA,CANINDEZINHO,25.0
MARAPONGA,CARLITO PAMPLONA,30.0
MARAPONGA,CASTELAO,20.0
MARAPONGA,CAUCAIA,40.0
MARAPONGA,CENTRO,25.0
MARAPONGA,CENTRO DE CONVECOES (WASHINGTON SOARES),25.0
MARAPONGA,CIDADE DOS FUNCIONARIOS,25.0
MARAPONGA,COCO,25.0
MARAPONGA,CONJUNTO CEARA ,30.0
MARAPONGA,CONJUNTO ESPERANCA,15.0
MARAPONGA,CONJUNTO PALMEIRAS,20.0
MARAPONGA,COUTO FERNANDES,25.0
MARAPONGA,CURIO,30.0
MARAPONGA,DAMAS,20.0
MARAPONGA,DIAS MACEDO,18.0
MARAPONGA,DIONISIO TORRES,25.0
MARAPONGA,DRAGAO DO MAR,30.0
MARAPONGA,EDSON QUEIROZ,25.0
MARAPONGA,EUSEBIO,50.0
MARAPONGA,FORRO NO SITIO,50.0
MARAPONGA,GENIBAU,30.0
MARAPONGA,GRANJA LISBOA,20.0
MARAPONGA,GRANJA PORTUGAL,30.0
MARAPONGA,GUAJERU,30.0
MARAPONGA,GUARARAPES,25.0
MARAPONGA,HEMOCE,25.0
MARAPONGA,HENRIQUE JORGE,25.0
MARAPONGA,HOSPITAL ANTONIO PRUDENTE (AGUANAMBI),25.0
MARAPONGA,HOSPITAL CURA DARS/SAO CAMILO,30.0
MARAPONGA,HOSPITAL DA MULHER,23.0
MARAPONGA,HOSPITAL DO CORACAO (MESSEJANA),25.0
MARAPONGA,HOSPITAL GERAL,30.0
MARAPONGA,HOSPITAL SAO CARLOS,25.0
MARAPONGA,HOSPITAL WALDEMAR DE ALCANTARA,30.0
MARAPONGA,ICARAI,60.0
MARAPONGA,INDUSTRIAL,20.0
MARAPONGA,IPARANA,45.0
MARAPONGA,ITAMARATY,30.0
MARAPONGA,ITAPERI,10.0
MARAPONGA,JACARECANGA,50.0
MARAPONGA,JANGURUSSU,20.0
MARAPONGA,JARDIM AMERICA,18.0
MARAPONGA,JARDIM DAS OLIVEIRAS,25.0
MARAPONGA,JARDIM GUANABARA,30.0
MARAPONGA,JARDIM IRACEMA,30.0
MARAPONGA,JEREISSATI I,25.0
MARAPONGA,JOAO XXIII,15.0
MARAPONGA,JOAQUIM TAVORA,25.0
MARAPONGA,JOQUEI CLUB,15.0
MARAPONGA,JOSE WALTER,15.0
MARAPONGA,LAGOA REDONDA,25.0
MARAPONGA,LUCIANO CAVALCANTE,25.0
MARAPONGA,MARACANAU (MARACANAU),25.0
MARAPONGA,MARAPONGA,8.0
MARAPONGA,MARAPONGA,8.0
MARAPONGA,MEIRELES,30.0
MARAPONGA,MESSEJANA,25.0
MARAPONGA,MONDUBIM,15.0
MARAPONGA,MONTENEGRO 2 (JOSE WALTER),15.0
MARAPONGA,MONTESE,15.0
MARAPONGA,MUCUNA DE BAIXO,30.0
MARAPONGA,MUSIQUE,25.0
MARAPONGA,NORTH SHOPPING (BEZERRA),30.0
MARAPONGA,NORTH SHOPPING MARACANAU,30.0
MARAPONGA,PAJUCARA (MARACANAU),25.0
MARAPONGA,PAN-AMERICANO,20.0
MARAPONGA,PAPICU,30.0
MARAPONGA,PARANGABA,15.0
MARAPONGA,PARQUE DOIS IRMAOS,15.0
MARAPONGA,PARQUELANDIA,25.0
MARAPONGA,PARQUE MANIBURA,20.0
MARAPONGA,PARQUE SANTANA,12.0
MARAPONGA,PARQUE SANTA ROSA (APOLO XI),15.0
MARAPONGA,PARQUE SAO JOSE,15.0
MARAPONGA,PARREAO,15.0
MARAPONGA,PASSARE,15.0
MARAPONGA,PICI (PARQUE UNIVERSITARIO),30.0
MARAPONGA,PLANALTO AYRTON SENNA,15.0
MARAPONGA,PRAIA DE IRACEMA,30.0
MARAPONGA,PRAIA DO FUTURO,35.0
MARAPONGA,PRAIA SABIAGUABA,35.0
MARAPONGA,PRESIDENTE KENNEDY,25.0
MARAPONGA,RODOLFO TEOFILO,20.0
MARAPONGA,RODOVIARIA (BORGE DE MELO),25.0
MARAPONGA,SANTA ROSA (MESSEJANA),15.0
MARAPONGA,SAO CRISTOVAO,20.0
MARAPONGA,SAO JOAO DO TAUAPE,25.0
MARAPONGA,SAPIRANGA (COITE),25.0
MARAPONGA,SERRINHA,15.0
MARAPONGA,SHOPPING BENFICA,25.0
MARAPONGA,SHOPPING DEL PASEO,25.0
MARAPONGA,SHOPPING IGUATEMI,25.0
MARAPONGA,SHOPPING JOQUEI,23.0
MARAPONGA,SHOPPING MARACANAU,30.0
MARAPONGA,SHOPPING RIO MAR (PAPICU),30.0
MARAPONGA,SHOPPING VIA SUL,25.0
MARAPONGA,SIQUEIRA I,20.0
MARAPONGA,SITIO CORREGO,15.0
MARAPONGA,SITIO SAO JOAO,20.0
MARAPONGA,TESTE,30.0
MARAPONGA,TIMBO (MARACANAU),25.0
MARAPONGA,UPA ITAPERY,15.0
MARAPONGA,UPA JOSE WALTER,15.0
MARAPONGA,VARJOTA,30.0
MARAPONGA,VICENTE PINZON,35.0
MARAPONGA,VILA DAS FLORES (MARACANAU),25.0
MARAPONGA,VILA MANOEL SATIRO,15.0
MARAPONGA,VILA PERY,15.0
MARAPONGA,VILA UNIAO,20.0
MARAPONGA,VILA VELHA,35.0
MARAPONGA MART MODA,AEROLANDIA,25.0
MARAPONGA MART MODA,CONJUNTO ESPERANCA,15.0
MARAPONGA MART MODA,JEREISSATI I,25.0
MARAPONGA MART MODA,JOSE WALTER,15.0
MARAPONGA MART MODA,MESSEJANA,25.0
MARAPONGA MART MODA,SANTA MARIA MESSEJANA,25.0
MARAPONGA MART MODA,SAO CRISTOVAO,20.0
MARAPONGA MART MODA,SAO JOAO DO TAUAPE,25.0
MARCOS FREIRE,BARROSO I,20.0
MARCOS FREIRE,BARROSO II,15.0
MARCOS FREIRE,JEREISSATI I,25.0
MARCOS FREIRE,JOSE WALTER,7.0
MARCOS FREIRE,MONTENEGRO 2 (JOSE WALTER),7.0
MARCOS FREIRE,PARQUE MANIBURA,20.0
MARCOS FREIRE,PATIO ARVOREDO,7.0
MARIA TOMASIA (MESSEJANA),ALVARO WEYNE,35.0
MARIA TOMASIA (MESSEJANA),CIDADE DOS FUNCIONARIOS,22.0
MARIA TOMASIA (MESSEJANA),JARDIM DAS OLIVEIRAS,22.0
MARIA TOMASIA (MESSEJANA),JEREISSATI I,30.0
MARIA TOMASIA (MESSEJANA),LAGO DO JACAREY (CAMBEBA),22.0
MARIA TOMASIA (MESSEJANA),PARQUE MANIBURA,22.0
MARINA PARK,AEROLANDIA,20.0
MARINA PARK,ALDEOTA,15.0
MARINA PARK,BAIRRO DE FATIMA,30.0
MARINA PARK,CANINDEZINHO,45.0
MARINA PARK,CIDADE DOS FUNCIONARIOS,22.0
MARINA PARK,ITAMARATY,30.0
MARINA PARK,JEREISSATI I,45.0
MARINA PARK,JEREISSATI II,45.0
MARINA PARK,JOQUEI CLUB,25.0
MARINA PARK,JOSE WALTER,30.0
MARINA PARK,MESSEJANA,30.0
MARINA PARK,MUCURIPE,18.0
MARINA PARK,PAPICU,22.0
MARINA PARK,PARQUE MANIBURA,22.0
MARINA PARK,SAO CRISTOVAO,30.0
MARINA PARK,SAO JOAO DO TAUAPE,20.0
MATA GALINHA,CIDADE DOS FUNCIONARIOS,15.0
MATA GALINHA,CONJUNTO ESPERANCA,25.0
MATA GALINHA,CURIO,20.0
MATA GALINHA,JEREISSATI I,35.0
MATA GALINHA,JOSE WALTER,15.0
MATA GALINHA,MESSEJANA,15.0
MATA GALINHA,MONTESE,20.0
MATA GALINHA,PARQUELANDIA,25.0
MATA GALINHA,PARQUE MANIBURA,15.0
MATA GALINHA,SAO JOAO DO TAUAPE,15.0
MATA GALINHA,SITIO SAO JOAO,15.0
MATERNIDADE ESCOLA,CONJUNTO ESPERANCA,20.0
MATERNIDADE ESCOLA,CONJUNTO PALMEIRAS,30.0
MATERNIDADE ESCOLA,JEREISSATI I,40.0
MATERNIDADE ESCOLA,JOSE WALTER,25.0
MATERNIDADE ESCOLA,MESSEJANA,30.0
MATERNIDADE ESCOLA,SHOPPING VIA SUL,25.0
MAURICIO DE NASSAU,JEREISSATI I,45.0
MAURICIO DE NASSAU,JOAQUIM TAVORA,8.0
MEIRELES,ACARACUZINHO (MARACANAU),50.0
MEIRELES,AEROLANDIA,15.0
MEIRELES,AEROPORTO,30.0
MEIRELES,ALDEOTA,10.0
MEIRELES,ALTO ALEGRE I (MARACANAU),50.0
MEIRELES,ALTO ALEGRE (MESSEJANA),30.0
MEIRELES,ANTONIO BEZERRA,30.0
MEIRELES,ARACAPE,45.0
MEIRELES,AUTRAN NUNES,35.0
MEIRELES,BAIRRO DE FATIMA,15.0
MEIRELES,BARRA DO CEARA,20.0
MEIRELES,BARROSO I,35.0
MEIRELES,BATALHAO 23 BC (13 DE MAIO ),20.0
MEIRELES,BEACH PARK,60.0
MEIRELES,BEIRA MAR,10.0
MEIRELES,BENFICA,15.0
MEIRELES,CAJAZEIRAS,23.0
MEIRELES,CAMBEBA,25.0
MEIRELES,CANINDEZINHO,40.0
MEIRELES,CARLITO PAMPLONA,20.0
MEIRELES,CASTELAO,30.0
MEIRELES,CAUCAIA,50.0
MEIRELES,CENTRO,15.0
MEIRELES,CIDADE 2000,20.0
MEIRELES,CIDADE DOS FUNCIONARIOS,22.0
MEIRELES,COCO,20.0
MEIRELES,CONJUNTO CEARA ,40.0
MEIRELES,CONJUNTO ESPERANCA,35.0
MEIRELES,CONJUNTO PALMEIRAS,30.0
MEIRELES,DEMOCRITO ROCHA,25.0
MEIRELES,DIAS MACEDO,25.0
